Region,Nation,MonthYear,Account Type,Type,Count
,Turmish,2023-09,,Total Orders by Nation and Month,160
,Turmish,2023-10,,Total Orders by Nation and Month,161
,Turmish,2023-11,,Total Orders by Nation and Month,163
,Turmish,2023-12,,Total Orders by Nation and Month,164
,Unther,2019-01,,Total Orders by Nation and Month,48
,Unther,2019-02,,Total Orders by Nation and Month,49
,Unther,2019-03,,Total Orders by Nation and Month,39
,Unther,2019-04,,Total Orders by Nation and Month,33
,Unther,2019-05,,Total Orders by Nation and Month,54
,Unther,2019-06,,Total Orders by Nation and Month,44
,Unther,2019-07,,Total Orders by Nation and Month,41
,Unther,2019-08,,Total Orders by Nation and Month,45
,Unther,2019-09,,Total Orders by Nation and Month,50
,Unther,2019-10,,Total Orders by Nation and Month,56
,Unther,2019-11,,Total Orders by Nation and Month,48
,Unther,2019-12,,Total Orders by Nation and Month,54
,Unther,2020-01,,Total Orders by Nation and Month,45
,Unther,2020-02,,Total Orders by Nation and Month,50
,Unther,2020-03,,Total Orders by Nation and Month,41
,Unther,2020-04,,Total Orders by Nation and Month,46
,Unther,2020-05,,Total Orders by Nation and Month,37
,Unther,2020-06,,Total Orders by Nation and Month,38
,Unther,2020-07,,Total Orders by Nation and Month,44
,Unther,2020-08,,Total Orders by Nation and Month,51
,Unther,2020-09,,Total Orders by Nation and Month,52
,Unther,2020-10,,Total Orders by Nation and Month,47
,Unther,2020-11,,Total Orders by Nation and Month,48
,Unther,2020-12,,Total Orders by Nation and Month,33
,Unther,2021-01,,Total Orders by Nation and Month,46
,Unther,2021-02,,Total Orders by Nation and Month,34
,Unther,2021-03,,Total Orders by Nation and Month,37
,Unther,2021-04,,Total Orders by Nation and Month,39
,Unther,2021-05,,Total Orders by Nation and Month,43
,Unther,2021-06,,Total Orders by Nation and Month,37
,Unther,2021-07,,Total Orders by Nation and Month,42
,Unther,2021-08,,Total Orders by Nation and Month,52
,Unther,2021-09,,Total Orders by Nation and Month,49
,Unther,2021-10,,Total Orders by Nation and Month,54
,Unther,2021-11,,Total Orders by Nation and Month,53
,Unther,2021-12,,Total Orders by Nation and Month,47
,Unther,2022-01,,Total Orders by Nation and Month,41
,Unther,2022-02,,Total Orders by Nation and Month,33
,Unther,2022-03,,Total Orders by Nation and Month,41
,Unther,2022-04,,Total Orders by Nation and Month,39
,Unther,2022-05,,Total Orders by Nation and Month,44
,Unther,2022-06,,Total Orders by Nation and Month,38
,Unther,2022-07,,Total Orders by Nation and Month,48
,Unther,2022-08,,Total Orders by Nation and Month,47
,Unther,2022-09,,Total Orders by Nation and Month,46
,Unther,2022-10,,Total Orders by Nation and Month,52
,Unther,2022-11,,Total Orders by Nation and Month,45
,Unther,2022-12,,Total Orders by Nation and Month,40
,Unther,2023-01,,Total Orders by Nation and Month,39
,Unther,2023-02,,Total Orders by Nation and Month,24
,Unther,2023-03,,Total Orders by Nation and Month,48
,Unther,2023-04,,Total Orders by Nation and Month,48
,Unther,2023-05,,Total Orders by Nation and Month,42
,Unther,2023-06,,Total Orders by Nation and Month,36
,Unther,2023-07,,Total Orders by Nation and Month,45
,Unther,2023-08,,Total Orders by Nation and Month,50
,Unther,2023-09,,Total Orders by Nation and Month,34
,Unther,2023-10,,Total Orders by Nation and Month,54
,Unther,2023-11,,Total Orders by Nation and Month,38
,Unther,2023-12,,Total Orders by Nation and Month,34
,Vaasa,2019-01,,Total Orders by Nation and Month,81
,Vaasa,2019-02,,Total Orders by Nation and Month,72
,Vaasa,2019-03,,Total Orders by Nation and Month,80
,Vaasa,2019-04,,Total Orders by Nation and Month,78
,Vaasa,2019-05,,Total Orders by Nation and Month,64
,Vaasa,2019-06,,Total Orders by Nation and Month,75
,Vaasa,2019-07,,Total Orders by Nation and Month,105
,Vaasa,2019-08,,Total Orders by Nation and Month,86
,Vaasa,2019-09,,Total Orders by Nation and Month,85
,Vaasa,2019-10,,Total Orders by Nation and Month,83
,Vaasa,2019-11,,Total Orders by Nation and Month,72
,Vaasa,2019-12,,Total Orders by Nation and Month,82
,Vaasa,2020-01,,Total Orders by Nation and Month,73
,Vaasa,2020-02,,Total Orders by Nation and Month,78
,Vaasa,2020-03,,Total Orders by Nation and Month,86
,Vaasa,2020-04,,Total Orders by Nation and Month,91
,Vaasa,2020-05,,Total Orders by Nation and Month,91
,Vaasa,2020-06,,Total Orders by Nation and Month,76
,Vaasa,2020-07,,Total Orders by Nation and Month,89
,Vaasa,2020-08,,Total Orders by Nation and Month,86
,Vaasa,2020-09,,Total Orders by Nation and Month,65
,Vaasa,2020-10,,Total Orders by Nation and Month,70
,Vaasa,2020-11,,Total Orders by Nation and Month,71
,Vaasa,2020-12,,Total Orders by Nation and Month,66
,Vaasa,2021-01,,Total Orders by Nation and Month,74
,Vaasa,2021-02,,Total Orders by Nation and Month,66
,Vaasa,2021-03,,Total Orders by Nation and Month,79
,Vaasa,2021-04,,Total Orders by Nation and Month,79
,Vaasa,2021-05,,Total Orders by Nation and Month,93
,Vaasa,2021-06,,Total Orders by Nation and Month,69
,Vaasa,2021-07,,Total Orders by Nation and Month,81
,Vaasa,2021-08,,Total Orders by Nation and Month,86
,Vaasa,2021-09,,Total Orders by Nation and Month,75
,Vaasa,2021-10,,Total Orders by Nation and Month,84
,Vaasa,2021-11,,Total Orders by Nation and Month,81
,Vaasa,2021-12,,Total Orders by Nation and Month,83
,Vaasa,2022-01,,Total Orders by Nation and Month,92
,Vaasa,2022-02,,Total Orders by Nation and Month,73
,Vaasa,2022-03,,Total Orders by Nation and Month,70
,Vaasa,2022-04,,Total Orders by Nation and Month,90
,Vaasa,2022-05,,Total Orders by Nation and Month,65
,Vaasa,2022-06,,Total Orders by Nation and Month,80
,Vaasa,2022-07,,Total Orders by Nation and Month,67
,Vaasa,2022-08,,Total Orders by Nation and Month,100
,Vaasa,2022-09,,Total Orders by Nation and Month,58
,Vaasa,2022-10,,Total Orders by Nation and Month,89
,Vaasa,2022-11,,Total Orders by Nation and Month,82
,Vaasa,2022-12,,Total Orders by Nation and Month,80
,Vaasa,2023-01,,Total Orders by Nation and Month,101
,Vaasa,2023-02,,Total Orders by Nation and Month,73
,Vaasa,2023-03,,Total Orders by Nation and Month,80
,Vaasa,2023-04,,Total Orders by Nation and Month,87
,Vaasa,2023-05,,Total Orders by Nation and Month,75
,Vaasa,2023-06,,Total Orders by Nation and Month,84
,Vaasa,2023-07,,Total Orders by Nation and Month,96
,Vaasa,2023-08,,Total Orders by Nation and Month,91
,Vaasa,2023-09,,Total Orders by Nation and Month,70
,Vaasa,2023-10,,Total Orders by Nation and Month,82
,Vaasa,2023-11,,Total Orders by Nation and Month,90
,Vaasa,2023-12,,Total Orders by Nation and Month,92
,Veldorn,2019-01,,Total Orders by Nation and Month,15
,Veldorn,2019-02,,Total Orders by Nation and Month,10
,Veldorn,2019-03,,Total Orders by Nation and Month,10
,Veldorn,2019-04,,Total Orders by Nation and Month,11
,Veldorn,2019-05,,Total Orders by Nation and Month,19
,Veldorn,2019-06,,Total Orders by Nation and Month,14
,Veldorn,2019-07,,Total Orders by Nation and Month,13
,Veldorn,2019-08,,Total Orders by Nation and Month,12
,Veldorn,2019-09,,Total Orders by Nation and Month,14
,Veldorn,2019-10,,Total Orders by Nation and Month,18
,Veldorn,2019-11,,Total Orders by Nation and Month,11
,Veldorn,2019-12,,Total Orders by Nation and Month,22
,Veldorn,2020-01,,Total Orders by Nation and Month,10
,Veldorn,2020-02,,Total Orders by Nation and Month,14
,Veldorn,2020-03,,Total Orders by Nation and Month,10
,Veldorn,2020-04,,Total Orders by Nation and Month,14
,Veldorn,2020-05,,Total Orders by Nation and Month,16
,Veldorn,2020-06,,Total Orders by Nation and Month,15
,Veldorn,2020-07,,Total Orders by Nation and Month,10
,Veldorn,2020-08,,Total Orders by Nation and Month,17
,Veldorn,2020-09,,Total Orders by Nation and Month,11
,Veldorn,2020-10,,Total Orders by Nation and Month,13
,Veldorn,2020-11,,Total Orders by Nation and Month,13
,Veldorn,2020-12,,Total Orders by Nation and Month,17
,Veldorn,2021-01,,Total Orders by Nation and Month,14
,Veldorn,2021-02,,Total Orders by Nation and Month,15
,Veldorn,2021-03,,Total Orders by Nation and Month,16
,Veldorn,2021-04,,Total Orders by Nation and Month,9
,Veldorn,2021-05,,Total Orders by Nation and Month,13
,Veldorn,2021-06,,Total Orders by Nation and Month,9
,Veldorn,2021-07,,Total Orders by Nation and Month,15
,Veldorn,2021-08,,Total Orders by Nation and Month,15
,Veldorn,2021-09,,Total Orders by Nation and Month,27
,Veldorn,2021-10,,Total Orders by Nation and Month,21
,Veldorn,2021-11,,Total Orders by Nation and Month,18
,Veldorn,2021-12,,Total Orders by Nation and Month,13
,Veldorn,2022-01,,Total Orders by Nation and Month,17
,Veldorn,2022-02,,Total Orders by Nation and Month,9
,Veldorn,2022-03,,Total Orders by Nation and Month,17
,Veldorn,2022-04,,Total Orders by Nation and Month,19
,Veldorn,2022-05,,Total Orders by Nation and Month,16
,Veldorn,2022-06,,Total Orders by Nation and Month,12
,Veldorn,2022-07,,Total Orders by Nation and Month,15
,Veldorn,2022-08,,Total Orders by Nation and Month,20
,Veldorn,2022-09,,Total Orders by Nation and Month,26
,Veldorn,2022-10,,Total Orders by Nation and Month,22
,Veldorn,2022-11,,Total Orders by Nation and Month,12
,Veldorn,2022-12,,Total Orders by Nation and Month,15
,Veldorn,2023-01,,Total Orders by Nation and Month,10
,Veldorn,2023-02,,Total Orders by Nation and Month,12
,Veldorn,2023-03,,Total Orders by Nation and Month,22
,Veldorn,2023-04,,Total Orders by Nation and Month,14
,Veldorn,2023-05,,Total Orders by Nation and Month,9
,Veldorn,2023-06,,Total Orders by Nation and Month,18
,Veldorn,2023-07,,Total Orders by Nation and Month,21
,Veldorn,2023-08,,Total Orders by Nation and Month,18
,Veldorn,2023-09,,Total Orders by Nation and Month,6
,Veldorn,2023-10,,Total Orders by Nation and Month,15
,Veldorn,2023-11,,Total Orders by Nation and Month,14
,Veldorn,2023-12,,Total Orders by Nation and Month,13
,Waterdeep,2019-01,,Total Orders by Nation and Month,185
,Waterdeep,2019-02,,Total Orders by Nation and Month,203
,Waterdeep,2019-03,,Total Orders by Nation and Month,197
,Waterdeep,2019-04,,Total Orders by Nation and Month,189
,Waterdeep,2019-05,,Total Orders by Nation and Month,187
,Waterdeep,2019-06,,Total Orders by Nation and Month,173
,Waterdeep,2019-07,,Total Orders by Nation and Month,192
,Waterdeep,2019-08,,Total Orders by Nation and Month,211
,Waterdeep,2019-09,,Total Orders by Nation and Month,198
,Waterdeep,2019-10,,Total Orders by Nation and Month,211
,Waterdeep,2019-11,,Total Orders by Nation and Month,206
,Waterdeep,2019-12,,Total Orders by Nation and Month,185
,Waterdeep,2020-01,,Total Orders by Nation and Month,187
,Waterdeep,2020-02,,Total Orders by Nation and Month,179
,Waterdeep,2020-03,,Total Orders by Nation and Month,180
,Waterdeep,2020-04,,Total Orders by Nation and Month,182
,Waterdeep,2020-05,,Total Orders by Nation and Month,189
,Waterdeep,2020-06,,Total Orders by Nation and Month,184
,Waterdeep,2020-07,,Total Orders by Nation and Month,204
,Waterdeep,2020-08,,Total Orders by Nation and Month,201
,Waterdeep,2020-09,,Total Orders by Nation and Month,178
,Waterdeep,2020-10,,Total Orders by Nation and Month,204
,Waterdeep,2020-11,,Total Orders by Nation and Month,182
,Waterdeep,2020-12,,Total Orders by Nation and Month,220
,Waterdeep,2021-01,,Total Orders by Nation and Month,193
,Waterdeep,2021-02,,Total Orders by Nation and Month,172
,Waterdeep,2021-03,,Total Orders by Nation and Month,197
,Waterdeep,2021-04,,Total Orders by Nation and Month,191
,Waterdeep,2021-05,,Total Orders by Nation and Month,188
,Waterdeep,2021-06,,Total Orders by Nation and Month,197
,Waterdeep,2021-07,,Total Orders by Nation and Month,197
,Waterdeep,2021-08,,Total Orders by Nation and Month,194
,Waterdeep,2021-09,,Total Orders by Nation and Month,196
,Waterdeep,2021-10,,Total Orders by Nation and Month,185
,Waterdeep,2021-11,,Total Orders by Nation and Month,190
,Waterdeep,2021-12,,Total Orders by Nation and Month,182
,Waterdeep,2022-01,,Total Orders by Nation and Month,195
,Waterdeep,2022-02,,Total Orders by Nation and Month,176
,Waterdeep,2022-03,,Total Orders by Nation and Month,202
,Waterdeep,2022-04,,Total Orders by Nation and Month,181
,Waterdeep,2022-05,,Total Orders by Nation and Month,200
,Waterdeep,2022-06,,Total Orders by Nation and Month,189
,Waterdeep,2022-07,,Total Orders by Nation and Month,205
,Waterdeep,2022-08,,Total Orders by Nation and Month,216
,Waterdeep,2022-09,,Total Orders by Nation and Month,193
,Waterdeep,2022-10,,Total Orders by Nation and Month,192
,Waterdeep,2022-11,,Total Orders by Nation and Month,190
,Waterdeep,2022-12,,Total Orders by Nation and Month,190
,Waterdeep,2023-01,,Total Orders by Nation and Month,196
,Waterdeep,2023-02,,Total Orders by Nation and Month,184
,Waterdeep,2023-03,,Total Orders by Nation and Month,207
,Waterdeep,2023-04,,Total Orders by Nation and Month,175
,Waterdeep,2023-05,,Total Orders by Nation and Month,197
,Waterdeep,2023-06,,Total Orders by Nation and Month,176
,Waterdeep,2023-07,,Total Orders by Nation and Month,195
,Waterdeep,2023-08,,Total Orders by Nation and Month,198
,Waterdeep,2023-09,,Total Orders by Nation and Month,190
,Waterdeep,2023-10,,Total Orders by Nation and Month,192
,Waterdeep,2023-11,,Total Orders by Nation and Month,160
,Waterdeep,2023-12,,Total Orders by Nation and Month,173
,Whalebone Isles,2019-01,,Total Orders by Nation and Month,9
,Whalebone Isles,2019-02,,Total Orders by Nation and Month,7
,Whalebone Isles,2019-03,,Total Orders by Nation and Month,14
,Whalebone Isles,2019-04,,Total Orders by Nation and Month,15
,Whalebone Isles,2019-05,,Total Orders by Nation and Month,13
,Whalebone Isles,2019-06,,Total Orders by Nation and Month,15
,Whalebone Isles,2019-07,,Total Orders by Nation and Month,18
,Whalebone Isles,2019-08,,Total Orders by Nation and Month,13
,Whalebone Isles,2019-09,,Total Orders by Nation and Month,19
,Whalebone Isles,2019-10,,Total Orders by Nation and Month,19
,Whalebone Isles,2019-11,,Total Orders by Nation and Month,9
,Whalebone Isles,2019-12,,Total Orders by Nation and Month,21
,Whalebone Isles,2020-01,,Total Orders by Nation and Month,20
,Whalebone Isles,2020-02,,Total Orders by Nation and Month,15
,Whalebone Isles,2020-03,,Total Orders by Nation and Month,24
,Whalebone Isles,2020-04,,Total Orders by Nation and Month,12
,Whalebone Isles,2020-05,,Total Orders by Nation and Month,15
,Whalebone Isles,2020-06,,Total Orders by Nation and Month,20
,Whalebone Isles,2020-07,,Total Orders by Nation and Month,9
,Whalebone Isles,2020-08,,Total Orders by Nation and Month,14
,Whalebone Isles,2020-09,,Total Orders by Nation and Month,17
,Whalebone Isles,2020-10,,Total Orders by Nation and Month,17
,Whalebone Isles,2020-11,,Total Orders by Nation and Month,15
,Whalebone Isles,2020-12,,Total Orders by Nation and Month,16
,Whalebone Isles,2021-01,,Total Orders by Nation and Month,13
,Whalebone Isles,2021-02,,Total Orders by Nation and Month,15
,Whalebone Isles,2021-03,,Total Orders by Nation and Month,10
,Whalebone Isles,2021-04,,Total Orders by Nation and Month,13
,Whalebone Isles,2021-05,,Total Orders by Nation and Month,15
,Whalebone Isles,2021-06,,Total Orders by Nation and Month,16
,Whalebone Isles,2021-07,,Total Orders by Nation and Month,13
,Whalebone Isles,2021-08,,Total Orders by Nation and Month,11
,Whalebone Isles,2021-09,,Total Orders by Nation and Month,18
,Whalebone Isles,2021-10,,Total Orders by Nation and Month,16
,Whalebone Isles,2021-11,,Total Orders by Nation and Month,12
,Whalebone Isles,2021-12,,Total Orders by Nation and Month,15
,Whalebone Isles,2022-01,,Total Orders by Nation and Month,16
,Whalebone Isles,2022-02,,Total Orders by Nation and Month,17
,Whalebone Isles,2022-03,,Total Orders by Nation and Month,17
,Whalebone Isles,2022-04,,Total Orders by Nation and Month,13
,Whalebone Isles,2022-05,,Total Orders by Nation and Month,18
,Whalebone Isles,2022-06,,Total Orders by Nation and Month,22
,Whalebone Isles,2022-07,,Total Orders by Nation and Month,16
,Whalebone Isles,2022-08,,Total Orders by Nation and Month,13
,Whalebone Isles,2022-09,,Total Orders by Nation and Month,10
,Whalebone Isles,2022-10,,Total Orders by Nation and Month,14
,Whalebone Isles,2022-11,,Total Orders by Nation and Month,26
,Whalebone Isles,2022-12,,Total Orders by Nation and Month,17
,Whalebone Isles,2023-01,,Total Orders by Nation and Month,13
,Whalebone Isles,2023-02,,Total Orders by Nation and Month,12
,Whalebone Isles,2023-03,,Total Orders by Nation and Month,21
,Whalebone Isles,2023-04,,Total Orders by Nation and Month,22
,Whalebone Isles,2023-05,,Total Orders by Nation and Month,14
,Whalebone Isles,2023-06,,Total Orders by Nation and Month,12
,Whalebone Isles,2023-07,,Total Orders by Nation and Month,11
,Whalebone Isles,2023-08,,Total Orders by Nation and Month,18
